row_id,energy
95169,2164.1712156944022
95170,2163.8873159118184
95171,2163.5238616149513
95172,2163.1821533431003
95173,2162.95359378762
95174,2162.8954210507973
95175,2163.0166331170117
95176,2163.277464658636
95177,2163.602016968467
95178,2163.9001421907437
95179,2164.092342232711
95180,2164.130844692614
95181,2164.0112872697296
95182,2163.7721942552907
95183,2163.4828631852224
95184,2163.223413473755
95185,2163.0627196218056
95186,2163.0402734664967
95187,2163.1566969117725
95188,2163.3751045193435
95189,2163.6325208345834
95190,2163.8578940868206
95191,2163.99160160188
95192,2164.001119998152
95193,2163.888760359599
95194,2163.6896744045616
95195,2163.461053945004
95196,2163.265803661231
95197,2163.155328581435
95198,2163.1561177655794
95199,2163.263583019617
95200,2163.4445187908996
95201,2163.647182204739
95202,2163.815985034472
95203,2163.906659167274
95204,2163.8977786348923
95205,2163.7956573816064
95206,2163.6315513381433
95207,2163.4522258523425
95208,2163.3067079000266
95209,2163.232958702062
95210,2163.2480662406006
95211,2163.344458008481
95212,2163.4929134759336
95213,2163.6512983169255
95214,2163.776445470018
95215,2163.8358561809255
95216,2163.8160650407085
95217,2163.725533114765
95218,2163.5914982914314
95219,2163.4518740249387
95220,2163.3445861552486
95221,2163.2973322493863
95222,2163.320509659712
95223,2163.4050913053625
95224,2163.5258250505462
95225,2163.6486860603204
95226,2163.740407852893
95227,2163.7774389717
95228,2163.7519263090244
95229,2163.6732211295125
95230,2163.564674907722
95231,2163.4567780427187
95232,2163.378642658078
95233,2163.350196620884
95234,2163.3771665921927
95235,2163.450091483223
95236,2163.547472825025
95237,2163.6420507905254
95238,2163.7083914267246
95239,2163.7296856182156
95240,2163.70195251743
95241,2163.6346112816345
95242,2163.547408611681
95243,2163.4646770935406
95244,2163.408582578753
95245,2163.3932247140087
95246,2163.421148542371
95247,2163.4831121617685
95248,2163.5610446406795
95249,2163.6332715587205
95250,2163.680509777408
95251,2163.690982568318
95252,2163.6633067338144
95253,2163.6064578421783
95254,2163.5369376063372
95255,2163.474019817156
95256,2163.4344358462076
95257,2163.4279571861925
95258,2163.455031496457
95259,2163.5070284988224
95260,2163.568926616301
95261,2163.623619968667
95262,2163.6566199874087
95263,2163.659866389509
95264,2163.6336522502997
95265,2163.5862164270948
95266,2163.531205166562
95267,2163.4837731819052
95268,2163.456431538609
95269,2163.455773583341
95270,2163.4809277432532
95271,2163.5240863975782
95272,2163.5728864605653
95273,2163.6139267296094
95274,2163.63642801503
95275,2163.635041826635
95276,2163.6110818519373
95277,2163.571907113557
95278,2163.5286962147215
95279,2163.493277679973
95280,2163.474909997597
95281,2163.4778827990494
95282,2163.5005541605437
95283,2163.536027154153
95284,2163.5742186321695
95285,2163.6047072996876
95286,2163.619561594792
95287,2163.615384291623
95288,2163.594051985276
95289,2163.5620007829025
95290,2163.528308435793
95291,2163.5021386021676
95292,2163.4902627836527
95293,2163.4953259726403
95294,2163.5152947959896
95295,2163.5441904980653
95296,2163.5738584363808
95297,2163.5962557722623
95298,2163.60561931276
95299,2163.59993260662
95300,2163.5813233449576
95301,2163.555325667216
95302,2163.5292513716076
95303,2163.510145208231
95304,2163.5028929309083
95305,2163.5089869252224
95306,2163.526256695255
95307,2163.549598966175
95308,2163.57247104233
95309,2163.5887142989864
95310,2163.5942024317683
95311,2163.5878760990863
95312,2163.571908486081
95313,2163.550991192421
95314,2163.5309680009527
95315,2163.517211299212
95316,2163.5131897947103
95317,2163.519606716341
95318,2163.5343186787272
95319,2163.553026390825
95320,2163.5705204132573
95321,2163.5821238181948
95322,2163.5849344180538
95323,2163.5785388721038
95324,2163.565026476309
95325,2163.5483264315953
95326,2163.5330742537885
95327,2163.5233320770594
95328,2163.5215142133247
95329,2163.527799996762
95330,2163.5401732460477
95331,2163.555053040277
95332,2163.5683222707776
95333,2163.5764606169523
95334,2163.5774718624525
95335,2163.571363139751
95336,2163.560064233888
95337,2163.5468307565047
95338,2163.5353127234685
95339,2163.528553291663
95340,2163.528190808094
95341,2163.5340716283536
95342,2163.5443620737165
95343,2163.5561096683828
95344,2163.566084463124
95345,2163.5716622551845
95346,2163.571509521586
95347,2163.565892843474
95348,2163.556543988775
95349,2163.54613456899
95350,2163.5375175372337
95351,2163.532949570747
95352,2163.5335050917097
95353,2163.5388326124057
95354,2163.547305723762
95355,2163.556512440219
95356,2163.563937469262
95357,2163.567645580424
95358,2163.566781465979
95359,2163.561758286255
95360,2163.554096203733
95361,2163.5459682840324
95362,2163.5395879317757
95363,2163.5366095408854
95364,2163.5377036966916
95365,2163.5424147696144
95366,2163.549328243779
95367,2163.556490419363
95368,2163.561957235481
95369,2163.5643189268485
95370,2163.5630597635077
95371,2163.5586621874445
95372,2163.5524372644295
95373,2163.546138009874
95374,2163.541468569547
95375,2163.539625911826
95376,2163.54099652024
95377,2163.5450838920888
95378,2163.550677342263
95379,2163.5562070420942
95380,2163.5601820970937
95381,2163.5615900920425
95382,2163.560151707734
95383,2163.5563673340416
95384,2163.5513512659636
95385,2163.5465066195525
95386,2163.543135034701
95387,2163.5420891388
95388,2163.5435599427437
95389,2163.547051273256
95390,2163.5515407898133
95391,2163.5557767690507
95392,2163.558625173015
95393,2163.559371293598
95394,2163.5578962898967
95395,2163.554685854685
95396,2163.5506752690976
95397,2163.54697912923
95398,2163.544583277062
95399,2163.5440836224043
95400,2163.5455405438724
95401,2163.5484836412115
95402,2163.552059642935
95403,2163.555277898797
95404,2163.557283324257
95405,2163.557582004173
95406,2163.5561603854403
95407,2163.553470049152
95408,2163.550287460305
95409,2163.5474914913643
95410,2163.5458220397572
95411,2163.5456856724236
95412,2163.5470589346555
95413,2163.549511593541
95414,2163.5523388228476
95415,2163.554762349266
95416,2163.556143527399
95417,2163.5561503294116
95418,2163.5548349605638
95419,2163.552604651515
95420,2163.5500977162205
95421,2163.548002075414
95422,2163.546867520701
95423,2163.5469626665385
95424,2163.548213463728
95425,2163.550236671461
95426,2163.5524555146967
95427,2163.554263061534
95428,2163.5551873223485
95429,2163.555013414528
95430,2163.5538314867154
95431,2163.55200037795
95432,2163.550040140092
95433,2163.548485248325
95434,2163.5477396896126
95435,2163.547972990791
95436,2163.549083654815
95437,2163.5507372285483
95438,2163.552465787027
95439,2163.55379955275
95440,2163.5543938408596
95441,2163.5541172296776
95442,2163.553078668284
95443,2163.5515886007843
95444,2163.550067201342
95445,2163.548926583306
95446,2163.548459817795
95447,2163.5487664661414
95448,2163.5497333009807
95449,2163.551073252171
95450,2163.5524097703897
95451,2163.553382039262
95452,2163.553741802063
95453,2163.5534159825584
95454,2163.552519532498
95455,2163.551316992996
95456,2163.5501451678156
95457,2163.5493193217094
95458,2163.5490488846513
95459,2163.5493850534785
95460,2163.55021318735
95461,2163.5512902893015
95462,2163.5523156787235
95463,2163.553014463707
95464,2163.5532107668096
95465,2163.5528713309304
95466,2163.552108893081
95467,2163.5511459967897
95468,2163.5502505721215
95469,2163.549661791549
95470,2163.549526608063
95471,2163.549863694306
95472,2163.5505634439
95473,2163.5514226165483
95474,2163.552202908356
95475,2163.552696688839
95476,2163.5527818693836
95477,2163.552451512078
95478,2163.5518111755796
95479,2163.551045983395
95480,2163.5503674991273
95481,2163.5499555501997
95482,2163.5499109102384
95483,2163.550231191981
95484,2163.550815548428
95485,2163.551495779844
95486,2163.5520844074226
95487,2163.552426063432
95488,2163.5524381885734
95489,2163.5521304658187
95490,2163.5515985782495
95491,2163.5509949863526
95492,2163.550485520619
95493,2163.5502040702863
95494,2163.550217680183
95495,2163.550511072552
95496,2163.5509940101083
95497,2163.551528613675
95498,2163.5519684722353
95499,2163.5521985193923
95500,2163.5521648767176
95501,2163.5518869986736
95502,2163.551449535016
95503,2163.550976905948
95504,2163.5505981362935
95505,2163.5504118289546
95506,2163.5504607316975
95507,2163.5507223886875
95508,2163.551117768965
95509,2163.5515348347462
95510,2163.551860097103
95511,2163.552009322794
95512,2163.551949132662
95513,2163.55170401667
95514,2163.5513474444347
95515,2163.550980097418
95516,2163.550701608036
95517,2163.5505836933744
95518,2163.550651884401
95519,2163.5508804469764
95520,2163.55120134763
95521,2163.551524290457
95522,2163.5517619785505
95523,2163.5518535722076
95524,2163.5517800795037
95525,2163.5515678399092
95526,2163.551279628333
95527,2163.5509962688952
95528,2163.550794097165
95529,2163.550724520866
95530,2163.550801116505
95531,2163.550997450372
95532,2163.551255790687
95533,2163.5515039297734
95534,2163.5516752542667
95535,2163.551726515298
95536,2163.55164858994
95537,2163.5514676031453
95538,2163.5512364862257
95539,2163.551019627702
95540,2163.5508750335002
95541,2163.550838912373
95542,2163.550916754177
95543,2163.551083055151
95544,2163.5512894243707
95545,2163.5514785525365
95546,2163.551600040074
95547,2163.5516237367674
95548,2163.5515470881564
95549,2163.551394740315
95550,2163.5512108141556
95551,2163.5510462239913
95552,2163.55094466007
95553,2163.550931073292
95554,2163.5510056736343
95555,2163.5511448462894
95556,2163.5513084660834
95557,2163.5514513832204
95558,2163.5515358143707
95559,2163.551541257107
95560,2163.5514693474456
95561,2163.551342547506
95562,2163.5511972602876
95563,2163.5510734501922
95564,2163.551003709878
95565,2163.5510047478847
95566,2163.5510735007824
95567,2163.551188737965
95568,2163.5513175097117
95569,2163.551424506671
95570,2163.551481688574
95571,2163.551475571195
95572,2163.551410295657
95573,2163.551305816991
95574,2163.5511918930833
95575,2163.5510996625603
95576,2163.5510531809377
95577,2163.551063202515
95578,2163.551124799002
95579,2163.551219307155
95580,2163.5513199091956
95581,2163.551399196092
95582,2163.5514365931112
95583,2163.5514236476683
95584,2163.5513658354507
95585,2163.551280533925
95586,2163.5511918612383
95587,2163.5511238976223
95588,2163.5510941835814
95589,2163.5511092399056
95590,2163.5511632399307
95591,2163.551240068651
95592,2163.551318079418
95593,2163.551376157523
95594,2163.551399401692
95595,2163.5513829041297
95596,2163.5513326830023
95597,2163.551263627497
95598,2163.5511951279027
95599,2163.5511456619247
95600,2163.5511278403205
95601,2163.551145231841
95602,2163.551191754963
95603,2163.551253699778
95604,2163.5513137305584
95605,2163.5513557101604
95606,2163.5513690110233
95607,2163.5513511686927
95608,2163.551308226408
95609,2163.5512527684787
95610,2163.551200264461
95611,2163.551164777868
95612,2163.5511552233534
95613,2163.5511731616034
95614,2163.551212667014
95615,2163.551262222382
95616,2163.5513080491996
95617,2163.5513379177114
95618,2163.5513443888826
95619,2163.55132663507
95620,2163.5512904035727
95621,2163.5512462059346
95622,2163.5512062917724
95623,2163.5511812721984
95624,2163.5511773185317
95625,2163.5511946701904
95626,2163.5512278032897
95627,2163.551267149088
95628,2163.5513018372417
95629,2163.551322682729
95630,2163.5513246001574
95631,2163.551307815967
95632,2163.551277598407
95633,2163.5512426364976
95634,2163.551212558894
95635,2163.551195296542
95636,2163.5511950075424
95637,2163.5512111025296
95638,2163.551238590518
95639,2163.5512695998887
95640,2163.5512956175317
95641,2163.5513098131887
95642,2163.5513088179205
95643,2163.551293497845
95644,2163.5512685536974
95645,2163.551241100532
95646,2163.551218651233
95647,2163.5512070718846
95648,2163.5512090622788
95649,2163.551223551294
95650,2163.5512461344447
95651,2163.5512703944687
95652,2163.551289713567
95653,2163.5512990685493
95654,2163.551296324734
95655,2163.5512826988793
95656,2163.551262298793
95657,2163.551240900261
95658,2163.5512243216053
95659,2163.5512168506716
95660,2163.551220146993
95661,2163.5512328969558
95662,2163.551251285469
95663,2163.5512701246657
95664,2163.5512843089564
95665,2163.5512901906513
95666,2163.55128650776
95667,2163.5512746310073
95668,2163.5512580901195
95669,2163.551241535665
95670,2163.5512294390087
95671,2163.5512248917867
95672,2163.5512288252053
95673,2163.5512398435026
95674,2163.5512546924006
95675,2163.5512692110583
95676,2163.551279491435
95677,2163.551282923782
95678,2163.551278850404
95679,2163.5512686665274
95680,2163.551255362765
95681,2163.55124265472
95682,2163.551233951006
95683,2163.5512314447647
95684,2163.5512355691576
95685,2163.551244949593
95686,2163.55125684604
95687,2163.5512679467115
95688,2163.551275284962
95689,2163.551277026904
95690,2163.551272922152
95691,2163.5512643091665
95692,2163.5512536913116
95693,2163.551244014968
95694,2163.5512378563844
95695,2163.551236740477
95696,2163.5512407703322
95697,2163.5512486552752
95698,2163.5512581142475
95699,2163.5512665307874
95700,2163.5512716728454
95701,2163.551272280471
95702,2163.5512683678653
95703,2163.551261169438
95704,2163.5512527584615
95705,2163.551245454149
95706,2163.55124118565
95707,2163.551240986376
95708,2163.5512447501387
95709,2163.5512513046333
95710,2163.5512587699636
95711,2163.5512650941655
95712,2163.5512686141437
95713,2163.5512684895307
95714,2163.55126489729
95715,2163.551258943922
95716,2163.5512523300863
95717,2163.5512468679403
95718,2163.55124398735
95719,2163.55124436476
95720,2163.551247770135
95721,2163.551253164728
95722,2163.5512590134135
95723,2163.5512637187912
95724,2163.5512660550444
95725,2163.551265484383
95726,2163.5512622752262
95727,2163.5512573980177
95728,2163.551252235525
95729,2163.551248193191
95730,2163.551246318676
95731,2163.5512470329845
95732,2163.5512500414084
95733,2163.5512544412622
95734,2163.55125898957
95735,2163.551262452142
95736,2163.5512639365415
95737,2163.551263119661
95738,2163.5512603126053
95739,2163.5512563517264
95740,2163.5512523521024
95741,2163.5512493954275
95742,2163.5512482391946
95743,2163.551249124871
95744,2163.551251732974
95745,2163.5512552914074
95746,2163.5512588017855
95747,2163.5512613179544
95748,2163.551262199472
95749,2163.5512612725447
95750,2163.5512588586157
95751,2163.5512556680833
95752,2163.5512525931445
95753,2163.5512504596973
95754,2163.551249806898
95755,2163.5512507528247
95756,2163.55125297915
95757,2163.551255834267
95758,2163.5512585223746
95759,2163.551260324066
95760,2163.551260787618
95761,2163.5512598404575
95762,2163.551257793852
95763,2163.551255243757
95764,2163.5512528986706
95765,2163.5512513838635
95766,2163.5512510757912
95767,2163.551252010202
95768,2163.551253885885
95769,2163.551256159267
95770,2163.5512582007395
95771,2163.551259468088
95772,2163.551259649479
95773,2163.551258738626
95774,2163.55125702447
95775,2163.551255001539
95776,2163.551253228301
95777,2163.5512521738356
95778,2163.5512520946554
95779,2163.551252973796
95780,2163.5512545361457
95781,2163.5512563329003
95782,2163.5512578695966
95783,2163.551258741447
95784,2163.551258739135
95785,2163.551257897658
95786,2163.55125647727
95787,2163.551254884336
95788,2163.5512535558414
95789,2163.5512528401723
95790,2163.5512529065104
95791,2163.5512537061927
95792,2163.551254994412
95793,2163.5512564040523
95794,2163.551257549639
95795,2163.5512581321705
95796,2163.5512580164623
95797,2163.5512572612197
95798,2163.551256095557
95799,2163.5512548504207
95800,2163.5512538652083
95801,2163.551253395772
95802,2163.5512535486123
95803,2163.551254257982
95804,2163.55125531042
95805,2163.551256408207
95806,2163.5512572530815
95807,2163.5512576268134
95808,2163.5512574469976
95809,2163.5512567839623
95810,2163.551255835772
95811,2163.551254869716
95812,2163.551254147398
95813,2163.551253854309
95814,2163.551254052726
95815,2163.551254669735
95816,2163.551255522242
95817,2163.5512563707525
95818,2163.5512569862685
95819,2163.5512572117186
95820,2163.551257001555
95821,2163.5512564296655
95822,2163.5512556647227
95823,2163.551254920904
95824,2163.55125439826
95825,2163.551254229244
95826,2163.5512544455974
95827,2163.551254973735
95828,2163.5512556587655
95829,2163.5512563095144
95830,2163.551256751583
95831,2163.5512568737863
95832,2163.5512566557018
95833,2163.551256169605
95834,2163.5512555573155
95835,2163.551254989154
95836,2163.551254616829
95837,2163.551254533192
95838,2163.55125474948
95839,2163.551255195486
95840,2163.5512557417255
95841,2163.551256236735
95842,2163.5512565488425
95843,2163.551256600951
95844,2163.55125638921
95845,2163.5512559811787
95846,2163.5512554947727
95847,2163.5512550644357
95848,2163.551254804183
95849,2163.5512547776148
95850,2163.551254982715
95851,2163.5512553549843
95852,2163.551255787312
95853,2163.5512561605774
95854,2163.5512563762964
95855,2163.5512563824054
95856,2163.551256185495
95857,2163.551255846729
95858,2163.5512554631755
95859,2163.55125514018
95860,2163.5512549625937
95861,2163.5512549726573
95862,2163.5512551602765
95863,2163.551255467797
95864,2163.5512558074547
95865,2163.551256086255
95866,2163.5512562312947
95867,2163.5512562086637
95868,2163.551256031066
95869,2163.55125575256
95870,2163.551255452328
95871,2163.551255212308
95872,2163.5512550949547
95873,2163.551255127136
95874,2163.5512552942823
95875,2163.5512555459454
95876,2163.5512558108367
95877,2163.551256016896
95878,2163.551256110786
95879,2163.551256071562
95880,2163.551255915052
95881,2163.5512556881336
95882,2163.5512554548604
95883,2163.551255278483
95884,2163.5512552043965
95885,2163.5512552485884
95886,2163.551255394472
95887,2163.5512555986497
95888,2163.5512558036885
95889,2163.55125595418
95890,2163.5512560116267
95891,2163.5512559641707
95892,2163.551255828754
95893,2163.551255645408
95894,2163.5512554655334
95895,2163.5512553375706
95896,2163.551255294038
95897,2163.551255343372
95898,2163.5512554685984
95899,2163.551255632912
95900,2163.5512557904003
95901,2163.5512558988007
95902,2163.551255930767
95903,2163.5512558806704
95904,2163.5512557652696
95905,2163.551255618296
95906,2163.551255480685
95907,2163.5512553892336
95908,2163.5512553668236
95909,2163.5512554167935
95910,2163.5512555228015
95911,2163.5512556540134
95912,2163.551255774003
95913,2163.5512558508067
95914,2163.55125586538
95915,2163.5512558162327
95916,2163.5512557191446
95917,2163.5512556022218
95918,2163.5512554978204
95919,2163.551255433644
95920,2163.5512554254424
95921,2163.5512554732295
95922,2163.551255561899
95923,2163.5512556658946
95924,2163.55125575653
95925,2163.5512558098508
95926,2163.551255812926
95927,2163.551255766899
95928,2163.5512556861313
95929,2163.5512555938035
95930,2163.551255515303
95931,2163.551255471287
95932,2163.5512554722877
95933,2163.551255516264
95934,2163.5512555896507
95935,2163.551255671471
95936,2163.5512557392967
95937,2163.55125577536
95938,2163.551255771171
95939,2163.551255729443
95940,2163.551255662922
95941,2163.551255590548
95942,2163.5512555320984
95943,2163.551255502809
95944,2163.551255509444
95945,2163.551255548799
95946,2163.5512556089593
95947,2163.5512556728586
95948,2163.5512557230936
95949,2163.5512557466336
95950,2163.5512557381726
95951,2163.5512557012526
95952,2163.551255646963
95953,2163.55125559065
95954,2163.5512555476016
95955,2163.551255528922
95956,2163.551255538697
95957,2163.551255573169
95958,2163.551255622057
95959,2163.5512556715903
95960,2163.5512557083666
95961,2163.5512557229554
95962,2163.55125571229
95963,2163.5512556802437
95964,2163.5512556363115
95965,2163.5512555928253
95966,2163.5512555615123
95967,2163.5512555503497
95968,2163.5512555615605
95969,2163.551255591238
95970,2163.551255630639
95971,2163.5512556687427
95972,2163.551255695307
95973,2163.5512557036122
95974,2163.5512556921344
95975,2163.5512556647495
95976,2163.5512556294802
95977,2163.551255596161
95978,2163.5512555737128
95979,2163.551255567771
95980,2163.551255579293
95981,2163.551255604478
95982,2163.5512556359886
95983,2163.5512556650647
95984,2163.5512556839503
95985,2163.5512556879453
95986,2163.551255676558
95987,2163.551255653466
95988,2163.551255625368
95989,2163.5512556000485
95990,2163.5512555842356
95991,2163.5512555818277
95992,2163.5512555929463
95993,2163.551255614057
95994,2163.551255639067
95995,2163.5512556610674
95996,2163.5512556742347
95997,2163.5512556753606
95998,2163.551255664615
95999,2163.551255645366
96000,2163.5512556231465
96001,2163.5512556040744
96002,2163.551255593177
96003,2163.551255593075
96004,2163.5512556033727
96005,2163.5512556208787
96006,2163.5512556405833
96007,2163.5512556570766
96008,2163.551255666031
96009,2163.551255665326
96010,2163.5512556555295
96011,2163.5512556396475
96012,2163.5512556222066
96013,2163.551255607979
96014,2163.5512556006806
96015,2163.5512556020103
96016,2163.551255611269
96017,2163.5512556256463
96018,2163.551255641056
96019,2163.5512556532967
96020,2163.5512556591884
96021,2163.5512556573876
96022,2163.5512556486847
96023,2163.5512556357003
96024,2163.5512556221106
96025,2163.551255611609
96026,2163.5512556069107
96027,2163.5512556090553
96028,2163.5512556171952
96029,2163.551255628896
96030,2163.551255640858
96031,2163.5512556498416
96032,2163.551255653535
96033,2163.5512556511503
96034,2163.5512556435715
96035,2163.551255633047
96036,2163.551255622537
96037,2163.5512556148797
96038,2163.5512556120298
96039,2163.551255614568
96040,2163.5512556215976
96041,2163.551255631044
96042,2163.5512556402605
96043,2163.551255646767
96044,2163.5512556489134
96045,2163.5512556462904
96046,2163.5512556397953
96047,2163.5512556313342
96048,2163.5512556232693
96049,2163.551255617762
96050,2163.5512556162016
96051,2163.5512556188514
96052,2163.551255624832
96053,2163.551255632397
96054,2163.551255639442
96055,2163.5512556440826
96056,2163.5512556451604
96057,2163.551255642526
96058,2163.551255637036
96059,2163.551255630285
96060,2163.5512556241456
96061,2163.5512556202525
96062,2163.5512556195686
96063,2163.551255622151
96064,2163.551255627176
96065,2163.5512556331887
96066,2163.551255638527
96067,2163.5512556417766
96068,2163.5512556421395
96069,2163.551255639634
96070,2163.551255635047
96071,2163.5512556297012
96072,2163.55125562507
96073,2163.551255622374
96074,2163.551255622266
96075,2163.551255624674
96076,2163.55125562885
96077,2163.5512556335943
96078,2163.5512556376048
96079,2163.551255639826
96080,2163.55125563973
96081,2163.551255637432
96082,2163.5512556336403
96083,2163.551255629438
96084,2163.551255625975
96085,2163.5512556241592
96086,2163.551255624415
96087,2163.5512556265917
96088,2163.551255630026
96089,2163.5512556337403
96090,2163.5512556367225
96091,2163.5512556381946
96092,2163.551255637818
96093,2163.5512556357676
96094,2163.551255632662
96095,2163.551255629384
96096,2163.5512556268227
96097,2163.5512556256426
96098,2163.551255626108
96099,2163.551255628029
96100,2163.551255630829
96101,2163.551255633717
96102,2163.55125563591
96103,2163.5512556368417
96104,2163.5512556363115
96105,2163.5512556345207
96106,2163.5512556319995
96107,2163.551255629459
96108,2163.551255627587
96109,2163.5512556268627
96110,2163.5512556274357
96111,2163.5512556290996
96112,2163.5512556313633
96113,2163.5512556335925
96114,2163.5512556351855
96115,2163.551255635737
96116,2163.551255635139
96117,2163.5512556336002
96118,2163.5512556315707
96119,2163.5512556296185
96120,2163.5512556282692
96121,2163.5512556278622
96122,2163.551255628471
96123,2163.5512556298913
96124,2163.551255631707
96125,2163.551255633414
96126,2163.551255634553
96127,2163.5512556348413
96128,2163.551255634234
96129,2163.5512556329295
96130,2163.5512556313074
96131,2163.5512556298204
96132,2163.551255628863
96133,2163.551255628673
96134,2163.5512556292724
96135,2163.551255630468
96136,2163.5512556319127
96137,2163.551255633208
96138,2163.5512556340095
96139,2163.5512556341187
96140,2163.5512556335348
96141,2163.5512556324434
96142,2163.551255631158
96143,2163.5512556300337
96144,2163.5512556293666
96145,2163.5512556293206
96146,2163.5512556298836
96147,2163.551255630879
96148,2163.5512556320205
96149,2163.5512556329945
96150,2163.5512556335443
96151,2163.5512556335384
96152,2163.5512556330004
96153,2163.5512556320955
96154,2163.5512556310828
96155,2163.551255630241
96156,2163.5512556297895
96157,2163.5512556298354
96158,2163.5512556303465
96159,2163.5512556311674
96160,2163.5512556320627
96161,2163.551255632789
96162,2163.551255633156
96163,2163.551255633079
96164,2163.551255632597
96165,2163.5512556318554
96166,2163.5512556310637
96167,2163.551255630439
96168,2163.5512556301433
96169,2163.551255630243
96170,2163.5512556306967
96171,2163.551255631367
96172,2163.5512556320646
96173,2163.5512556326007
96174,2163.5512556328354
96175,2163.551255632718
96176,2163.551255632295
96177,2163.5512556316917
96178,2163.5512556310787
96179,2163.5512556306217
96180,2163.551255630437
96181,2163.5512556305657
96182,2163.5512556309595
96183,2163.5512556315016
96184,2163.5512556320396
96185,2163.5512556324297
96186,2163.551255632572
96187,2163.5512556324356
96188,2163.5512556320705
96189,2163.5512556315844
96190,2163.5512556311114
96191,2163.551255630781
96192,2163.5512556306753
96193,2163.5512556308136
96194,2163.55125563115
96195,2163.551255631586
96196,2163.5512556319995
96197,2163.5512556322797
96198,2163.551255632357
96199,2163.5512556322165
96200,2163.551255631907
96201,2163.551255631517
96202,2163.5512556311555
